,Unnamed: 0,id,species_id,species_name,updated_at,week,Leaves_fresh,Leaves_mature,Leaves_old,Flowers_bud,Flowers_open,Flowers_male,Flowers_Female,Fruits_unripe,Fruits_ripe,Fruits_open
65,65,2,1003,Indian Horsechestnut-Aesculus indica,,17,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
66,66,2,1003,Indian Horsechestnut-Aesculus indica,,18,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
67,67,2,1003,Indian Horsechestnut-Aesculus indica,,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
68,68,2,1003,Indian Horsechestnut-Aesculus indica,,20,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
69,69,2,1003,Indian Horsechestnut-Aesculus indica,,21,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
70,70,2,1003,Indian Horsechestnut-Aesculus indica,,22,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
71,71,2,1003,Indian Horsechestnut-Aesculus indica,,23,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
72,72,2,1003,Indian Horsechestnut-Aesculus indica,,24,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
73,73,2,1003,Indian Horsechestnut-Aesculus indica,,25,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
74,74,2,1003,Indian Horsechestnut-Aesculus indica,,26,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
75,75,2,1003,Indian Horsechestnut-Aesculus indica,,27,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
76,76,2,1003,Indian Horsechestnut-Aesculus indica,,28,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
77,77,2,1003,Indian Horsechestnut-Aesculus indica,,29,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
78,78,2,1003,Indian Horsechestnut-Aesculus indica,,30,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
79,79,2,1003,Indian Horsechestnut-Aesculus indica,,31,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80,80,2,1003,Indian Horsechestnut-Aesculus indica,,32,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
81,81,2,1003,Indian Horsechestnut-Aesculus indica,,33,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
82,82,2,1003,Indian Horsechestnut-Aesculus indica,,34,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
83,83,2,1003,Indian Horsechestnut-Aesculus indica,,35,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
84,84,2,1003,Indian Horsechestnut-Aesculus indica,,36,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
85,85,2,1003,Indian Horsechestnut-Aesculus indica,,37,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
86,86,2,1003,Indian Horsechestnut-Aesculus indica,,38,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
87,87,2,1003,Indian Horsechestnut-Aesculus indica,,39,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
88,88,2,1003,Indian Horsechestnut-Aesculus indica,,40,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
89,89,2,1003,Indian Horsechestnut-Aesculus indica,,41,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
90,90,2,1003,Indian Horsechestnut-Aesculus indica,,42,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
91,91,2,1003,Indian Horsechestnut-Aesculus indica,,43,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
92,92,2,1003,Indian Horsechestnut-Aesculus indica,,44,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
93,93,2,1003,Indian Horsechestnut-Aesculus indica,,45,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
94,94,2,1003,Indian Horsechestnut-Aesculus indica,,46,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
95,95,2,1003,Indian Horsechestnut-Aesculus indica,,47,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
96,96,3,1004,Tree of Heaven-Ailanthus excelsa,,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
97,97,3,1004,Tree of Heaven-Ailanthus excelsa,,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
98,98,3,1004,Tree of Heaven-Ailanthus excelsa,,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
99,99,3,1004,Tree of Heaven-Ailanthus excelsa,,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
100,100,3,1004,Tree of Heaven-Ailanthus excelsa,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
101,101,3,1004,Tree of Heaven-Ailanthus excelsa,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
102,102,3,1004,Tree of Heaven-Ailanthus excelsa,,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
103,103,3,1004,Tree of Heaven-Ailanthus excelsa,,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
104,104,3,1004,Tree of Heaven-Ailanthus excelsa,,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
105,105,3,1004,Tree of Heaven-Ailanthus excelsa,,9,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
106,106,3,1004,Tree of Heaven-Ailanthus excelsa,,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
107,107,3,1004,Tree of Heaven-Ailanthus excelsa,,11,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
108,108,3,1004,Tree of Heaven-Ailanthus excelsa,,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
109,109,3,1004,Tree of Heaven-Ailanthus excelsa,,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
110,110,3,1004,Tree of Heaven-Ailanthus excelsa,,14,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
111,111,3,1004,Tree of Heaven-Ailanthus excelsa,,15,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
112,112,3,1004,Tree of Heaven-Ailanthus excelsa,,16,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
113,113,3,1004,Tree of Heaven-Ailanthus excelsa,,17,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
114,114,3,1004,Tree of Heaven-Ailanthus excelsa,,18,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
115,115,3,1004,Tree of Heaven-Ailanthus excelsa,,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
116,116,3,1004,Tree of Heaven-Ailanthus excelsa,,20,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
117,117,3,1004,Tree of Heaven-Ailanthus excelsa,,21,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
118,118,3,1004,Tree of Heaven-Ailanthus excelsa,,22,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
119,119,3,1004,Tree of Heaven-Ailanthus excelsa,,23,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
120,120,3,1004,Tree of Heaven-Ailanthus excelsa,,24,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
121,121,3,1004,Tree of Heaven-Ailanthus excelsa,,25,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
122,122,3,1004,Tree of Heaven-Ailanthus excelsa,,26,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
123,123,3,1004,Tree of Heaven-Ailanthus excelsa,,27,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
124,124,3,1004,Tree of Heaven-Ailanthus excelsa,,28,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
125,125,3,1004,Tree of Heaven-Ailanthus excelsa,,29,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
126,126,3,1004,Tree of Heaven-Ailanthus excelsa,,30,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
127,127,3,1004,Tree of Heaven-Ailanthus excelsa,,31,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
128,128,3,1004,Tree of Heaven-Ailanthus excelsa,,32,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
129,129,3,1004,Tree of Heaven-Ailanthus excelsa,,33,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
130,130,3,1004,Tree of Heaven-Ailanthus excelsa,,34,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
131,131,3,1004,Tree of Heaven-Ailanthus excelsa,,35,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
132,132,3,1004,Tree of Heaven-Ailanthus excelsa,,36,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
133,133,3,1004,Tree of Heaven-Ailanthus excelsa,,37,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
134,134,3,1004,Tree of Heaven-Ailanthus excelsa,,38,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
135,135,3,1004,Tree of Heaven-Ailanthus excelsa,,39,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
136,136,3,1004,Tree of Heaven-Ailanthus excelsa,,40,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
137,137,3,1004,Tree of Heaven-Ailanthus excelsa,,41,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
138,138,3,1004,Tree of Heaven-Ailanthus excelsa,,42,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
139,139,3,1004,Tree of Heaven-Ailanthus excelsa,,43,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
140,140,3,1004,Tree of Heaven-Ailanthus excelsa,,44,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
141,141,3,1004,Tree of Heaven-Ailanthus excelsa,,45,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
142,142,3,1004,Tree of Heaven-Ailanthus excelsa,,46,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
143,143,3,1004,Tree of Heaven-Ailanthus excelsa,,47,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
144,144,4,1002,Wood Apple-Aegle marmelos,,0,-2,-2,-2,0,0,-2,-2,1,1,-2
145,145,4,1002,Wood Apple-Aegle marmelos,,1,-2,-2,-2,0,0,-2,-2,1,1,-2
146,146,4,1002,Wood Apple-Aegle marmelos,,2,-2,-2,-2,0,0,-2,-2,1,1,-2
147,147,4,1002,Wood Apple-Aegle marmelos,,3,-2,-2,-2,0,0,-2,-2,1,1,-2
148,148,4,1002,Wood Apple-Aegle marmelos,,4,-2,-2,-2,0,0,-2,-2,1,1,-2
149,149,4,1002,Wood Apple-Aegle marmelos,,5,-2,-2,-2,0,0,-2,-2,1,1,-2
150,150,4,1002,Wood Apple-Aegle marmelos,,6,-2,-2,-2,0,0,-2,-2,1,1,-2
151,151,4,1002,Wood Apple-Aegle marmelos,,7,-2,-2,-2,0,0,-2,-2,1,1,-2
152,152,4,1002,Wood Apple-Aegle marmelos,,8,-2,-2,-2,0,0,-2,-2,0,0,-2
153,153,4,1002,Wood Apple-Aegle marmelos,,9,-2,-2,-2,0,0,-2,-2,0,0,-2
154,154,4,1002,Wood Apple-Aegle marmelos,,10,-2,-2,-2,0,0,-2,-2,0,0,-2
155,155,4,1002,Wood Apple-Aegle marmelos,,11,-2,-2,-2,0,0,-2,-2,0,0,-2
156,156,4,1002,Wood Apple-Aegle marmelos,,12,-2,-2,-2,0,0,-2,-2,0,0,-2
157,157,4,1002,Wood Apple-Aegle marmelos,,13,-2,-2,-2,0,0,-2,-2,0,0,-2
158,158,4,1002,Wood Apple-Aegle marmelos,,14,-2,-2,-2,0,0,-2,-2,0,0,-2
159,159,4,1002,Wood Apple-Aegle marmelos,,15,-2,-2,-2,0,0,-2,-2,0,0,-2
160,160,4,1002,Wood Apple-Aegle marmelos,,16,-2,-2,-2,1,1,-2,-2,0,0,-2
161,161,4,1002,Wood Apple-Aegle marmelos,,17,-2,-2,-2,1,1,-2,-2,0,0,-2
162,162,4,1002,Wood Apple-Aegle marmelos,,18,-2,-2,-2,1,1,-2,-2,0,0,-2
163,163,4,1002,Wood Apple-Aegle marmelos,,19,-2,-2,-2,1,1,-2,-2,0,0,-2
164,164,4,1002,Wood Apple-Aegle marmelos,,20,-2,-2,-2,1,1,-2,-2,0,0,-2
165,165,4,1002,Wood Apple-Aegle marmelos,,21,-2,-2,-2,1,1,-2,-2,0,0,-2
166,166,4,1002,Wood Apple-Aegle marmelos,,22,-2,-2,-2,1,1,-2,-2,0,0,-2
167,167,4,1002,Wood Apple-Aegle marmelos,,23,-2,-2,-2,1,1,-2,-2,0,0,-2
168,168,4,1002,Wood Apple-Aegle marmelos,,24,-2,-2,-2,0,0,-2,-2,0,0,-2
169,169,4,1002,Wood Apple-Aegle marmelos,,25,-2,-2,-2,0,0,-2,-2,0,0,-2
170,170,4,1002,Wood Apple-Aegle marmelos,,26,-2,-2,-2,0,0,-2,-2,0,0,-2
171,171,4,1002,Wood Apple-Aegle marmelos,,27,-2,-2,-2,0,0,-2,-2,0,0,-2
172,172,4,1002,Wood Apple-Aegle marmelos,,28,-2,-2,-2,0,0,-2,-2,0,0,-2
173,173,4,1002,Wood Apple-Aegle marmelos,,29,-2,-2,-2,0,0,-2,-2,0,0,-2
174,174,4,1002,Wood Apple-Aegle marmelos,,30,-2,-2,-2,0,0,-2,-2,0,0,-2
175,175,4,1002,Wood Apple-Aegle marmelos,,31,-2,-2,-2,0,0,-2,-2,0,0,-2
176,176,4,1002,Wood Apple-Aegle marmelos,,32,-2,-2,-2,0,0,-2,-2,1,1,-2
177,177,4,1002,Wood Apple-Aegle marmelos,,33,-2,-2,-2,0,0,-2,-2,1,1,-2
178,178,4,1002,Wood Apple-Aegle marmelos,,34,-2,-2,-2,0,0,-2,-2,1,1,-2
179,179,4,1002,Wood Apple-Aegle marmelos,,35,-2,-2,-2,0,0,-2,-2,1,1,-2
180,180,4,1002,Wood Apple-Aegle marmelos,,36,-2,-2,-2,0,0,-2,-2,1,1,-2
181,181,4,1002,Wood Apple-Aegle marmelos,,37,-2,-2,-2,0,0,-2,-2,1,1,-2
182,182,4,1002,Wood Apple-Aegle marmelos,,38,-2,-2,-2,0,0,-2,-2,1,1,-2
183,183,4,1002,Wood Apple-Aegle marmelos,,39,-2,-2,-2,0,0,-2,-2,1,1,-2
184,184,4,1002,Wood Apple-Aegle marmelos,,40,-2,-2,-2,0,0,-2,-2,1,1,-2
185,185,4,1002,Wood Apple-Aegle marmelos,,41,-2,-2,-2,0,0,-2,-2,1,1,-2
186,186,4,1002,Wood Apple-Aegle marmelos,,42,-2,-2,-2,0,0,-2,-2,1,1,-2
187,187,4,1002,Wood Apple-Aegle marmelos,,43,-2,-2,-2,0,0,-2,-2,1,1,-2
188,188,4,1002,Wood Apple-Aegle marmelos,,44,-2,-2,-2,0,0,-2,-2,1,1,-2
189,189,4,1002,Wood Apple-Aegle marmelos,,45,-2,-2,-2,0,0,-2,-2,1,1,-2
190,190,4,1002,Wood Apple-Aegle marmelos,,46,-2,-2,-2,0,0,-2,-2,1,1,-2
191,191,4,1002,Wood Apple-Aegle marmelos,,47,-2,-2,-2,0,0,-2,-2,1,1,-2
192,192,5,1008,Devil's Tree-Alstonia scholaris,,0,-2,-2,-2,1,1,-2,-2,0,0,0
193,193,5,1008,Devil's Tree-Alstonia scholaris,,1,-2,-2,-2,1,1,-2,-2,0,0,0
194,194,5,1008,Devil's Tree-Alstonia scholaris,,2,-2,-2,-2,1,1,-2,-2,0,0,0
195,195,5,1008,Devil's Tree-Alstonia scholaris,,3,-2,-2,-2,1,1,-2,-2,0,0,0
196,196,5,1008,Devil's Tree-Alstonia scholaris,,4,-2,-2,-2,0,0,-2,-2,0,0,0
197,197,5,1008,Devil's Tree-Alstonia scholaris,,5,-2,-2,-2,0,0,-2,-2,0,0,0
198,198,5,1008,Devil's Tree-Alstonia scholaris,,6,-2,-2,-2,0,0,-2,-2,0,0,0
199,199,5,1008,Devil's Tree-Alstonia scholaris,,7,-2,-2,-2,0,0,-2,-2,0,0,0
200,200,5,1008,Devil's Tree-Alstonia scholaris,,8,-2,-2,-2,0,0,-2,-2,0,0,0
201,201,5,1008,Devil's Tree-Alstonia scholaris,,9,-2,-2,-2,0,0,-2,-2,0,0,0
202,202,5,1008,Devil's Tree-Alstonia scholaris,,10,-2,-2,-2,0,0,-2,-2,0,0,0
203,203,5,1008,Devil's Tree-Alstonia scholaris,,11,-2,-2,-2,0,0,-2,-2,0,0,0
204,204,5,1008,Devil's Tree-Alstonia scholaris,,12,-2,-2,-2,0,0,-2,-2,0,0,0
205,205,5,1008,Devil's Tree-Alstonia scholaris,,13,-2,-2,-2,0,0,-2,-2,0,0,0
206,206,5,1008,Devil's Tree-Alstonia scholaris,,14,-2,-2,-2,0,0,-2,-2,0,0,0
207,207,5,1008,Devil's Tree-Alstonia scholaris,,15,-2,-2,-2,0,0,-2,-2,0,0,0
208,208,5,1008,Devil's Tree-Alstonia scholaris,,16,-2,-2,-2,0,0,-2,-2,1,1,1
209,209,5,1008,Devil's Tree-Alstonia scholaris,,17,-2,-2,-2,0,0,-2,-2,1,1,1
210,210,5,1008,Devil's Tree-Alstonia scholaris,,18,-2,-2,-2,0,0,-2,-2,1,1,1
211,211,5,1008,Devil's Tree-Alstonia scholaris,,19,-2,-2,-2,0,0,-2,-2,1,1,1
212,212,5,1008,Devil's Tree-Alstonia scholaris,,20,-2,-2,-2,0,0,-2,-2,1,1,1
213,213,5,1008,Devil's Tree-Alstonia scholaris,,21,-2,-2,-2,0,0,-2,-2,1,1,1
214,214,5,1008,Devil's Tree-Alstonia scholaris,,22,-2,-2,-2,0,0,-2,-2,1,1,1
215,215,5,1008,Devil's Tree-Alstonia scholaris,,23,-2,-2,-2,0,0,-2,-2,1,1,1
216,216,5,1008,Devil's Tree-Alstonia scholaris,,24,-2,-2,-2,0,0,-2,-2,1,1,1
217,217,5,1008,Devil's Tree-Alstonia scholaris,,25,-2,-2,-2,0,0,-2,-2,1,1,1
218,218,5,1008,Devil's Tree-Alstonia scholaris,,26,-2,-2,-2,0,0,-2,-2,1,1,1
219,219,5,1008,Devil's Tree-Alstonia scholaris,,27,-2,-2,-2,0,0,-2,-2,1,1,1
220,220,5,1008,Devil's Tree-Alstonia scholaris,,28,-2,-2,-2,0,0,-2,-2,1,1,1
221,221,5,1008,Devil's Tree-Alstonia scholaris,,29,-2,-2,-2,0,0,-2,-2,1,1,1
222,222,5,1008,Devil's Tree-Alstonia scholaris,,30,-2,-2,-2,0,0,-2,-2,1,1,1
223,223,5,1008,Devil's Tree-Alstonia scholaris,,31,-2,-2,-2,0,0,-2,-2,1,1,1
224,224,5,1008,Devil's Tree-Alstonia scholaris,,32,-2,-2,-2,0,0,-2,-2,1,1,1
225,225,5,1008,Devil's Tree-Alstonia scholaris,,33,-2,-2,-2,0,0,-2,-2,1,1,1
226,226,5,1008,Devil's Tree-Alstonia scholaris,,34,-2,-2,-2,0,0,-2,-2,1,1,1
227,227,5,1008,Devil's Tree-Alstonia scholaris,,35,-2,-2,-2,0,0,-2,-2,1,1,1
228,228,5,1008,Devil's Tree-Alstonia scholaris,,36,-2,-2,-2,0,0,-2,-2,0,0,0
229,229,5,1008,Devil's Tree-Alstonia scholaris,,37,-2,-2,-2,0,0,-2,-2,0,0,0
230,230,5,1008,Devil's Tree-Alstonia scholaris,,38,-2,-2,-2,0,0,-2,-2,0,0,0
231,231,5,1008,Devil's Tree-Alstonia scholaris,,39,-2,-2,-2,0,0,-2,-2,0,0,0
232,232,5,1008,Devil's Tree-Alstonia scholaris,,40,-2,-2,-2,1,1,-2,-2,0,0,0
233,233,5,1008,Devil's Tree-Alstonia scholaris,,41,-2,-2,-2,1,1,-2,-2,0,0,0
234,234,5,1008,Devil's Tree-Alstonia scholaris,,42,-2,-2,-2,1,1,-2,-2,0,0,0
235,235,5,1008,Devil's Tree-Alstonia scholaris,,43,-2,-2,-2,1,1,-2,-2,0,0,0
236,236,5,1008,Devil's Tree-Alstonia scholaris,,44,-2,-2,-2,1,1,-2,-2,0,0,0
237,237,5,1008,Devil's Tree-Alstonia scholaris,,45,-2,-2,-2,1,1,-2,-2,0,0,0
238,238,5,1008,Devil's Tree-Alstonia scholaris,,46,-2,-2,-2,1,1,-2,-2,0,0,0
239,239,5,1008,Devil's Tree-Alstonia scholaris,,47,-2,-2,-2,1,1,-2,-2,0,0,0
