State_name,Species_id,Species_name,Year,Attribute,Mean_start_transition_time,Std_start_transition_time,Max_probability_start_transition_week,Mean_end_transition_time,Std_end_transition_time,Max_probability_end_transition_week
Kerala,1090,Mango (all varieties)-Mangifera indica,2022,Fruits_ripe,43,7.053925272640012,45,21,6.5977882438710935,18
Kerala,1090,Mango (all varieties)-Mangifera indica,2023,Fruits_ripe,14,8.972393578516334,29,20,6.6681913494016225,18
Kerala,1161,Jackfruit-Artocarpus heterophyllus,2018,Flowers_bud,29,11.5220296428953,39,11,6.259034308155369,7
Kerala,1161,Jackfruit-Artocarpus heterophyllus,2019,Flowers_bud,31,6.464511036046839,30,12,6.870129700991713,11
Kerala,1161,Jackfruit-Artocarpus heterophyllus,2020,Flowers_bud,30,6.61451552568513,32,7,6.051819047862015,2
Kerala,1161,Jackfruit-Artocarpus heterophyllus,2021,Flowers_bud,33,11.253087781443249,24,10,8.621594841125669,9
Kerala,1161,Jackfruit-Artocarpus heterophyllus,2022,Flowers_bud,33,8.71210526488423,33,13,10.634810968467196,11
Kerala,1161,Jackfruit-Artocarpus heterophyllus,2023,Flowers_bud,20,7.688875755586159,28,8,9.313417930119728,5
Kerala,1161,Jackfruit-Artocarpus heterophyllus,2018,Flowers_male,31,11.862527678438125,39,12,6.395014851934905,8
Kerala,1161,Jackfruit-Artocarpus heterophyllus,2019,Flowers_male,32,6.6399364968790575,30,12,7.152852623346701,11
Kerala,1161,Jackfruit-Artocarpus heterophyllus,2020,Flowers_male,30,6.493471140148115,31,8,5.82284192094162,7
Kerala,1161,Jackfruit-Artocarpus heterophyllus,2021,Flowers_male,32,11.032703247064365,24,10,8.510568497052908,9
Kerala,1161,Jackfruit-Artocarpus heterophyllus,2022,Flowers_male,33,8.929187258765888,33,12,11.292991463402934,11
Kerala,1161,Jackfruit-Artocarpus heterophyllus,2023,Flowers_male,20,7.74295353575224,27,8,9.342116770416078,5
Kerala,1161,Jackfruit-Artocarpus heterophyllus,2018,Flowers_Female,31,12.025665985097797,39,12,6.2282699456168364,7
Kerala,1161,Jackfruit-Artocarpus heterophyllus,2019,Flowers_Female,31,6.7280764977487815,30,12,7.203266348944178,11
Kerala,1161,Jackfruit-Artocarpus heterophyllus,2020,Flowers_Female,30,6.450623708494336,32,8,5.850822484378003,7
Kerala,1161,Jackfruit-Artocarpus heterophyllus,2021,Flowers_Female,32,11.456585081240503,24,10,8.226280680083848,9
Kerala,1161,Jackfruit-Artocarpus heterophyllus,2022,Flowers_Female,33,8.79303426870514,33,13,11.133661338177548,11
Kerala,1161,Jackfruit-Artocarpus heterophyllus,2023,Flowers_Female,20,8.521911747594437,26,8,9.346755328667582,5
Kerala,1161,Jackfruit-Artocarpus heterophyllus,2018,Fruits_unripe,43,10.468350130669052,47,23,8.614169205954386,16
Kerala,1161,Jackfruit-Artocarpus heterophyllus,2019,Fruits_unripe,35,7.479752716178715,35,22,7.549821676207612,20
Kerala,1161,Jackfruit-Artocarpus heterophyllus,2020,Fruits_unripe,35,6.946074181365388,33,14,5.5097288317043365,13
Kerala,1161,Jackfruit-Artocarpus heterophyllus,2021,Fruits_unripe,40,9.503725073742482,46,17,7.3752800640287655,17
Kerala,1161,Jackfruit-Artocarpus heterophyllus,2022,Fruits_unripe,38,8.75370714793848,36,19,8.592285558827792,18
Kerala,1161,Jackfruit-Artocarpus heterophyllus,2023,Fruits_unripe,20,8.948190911924744,32,19,6.982365556739315,21
Kerala,1161,Jackfruit-Artocarpus heterophyllus,2018,Fruits_ripe,3,8.75509840309557,47,30,7.521837828490987,17
Kerala,1161,Jackfruit-Artocarpus heterophyllus,2019,Fruits_ripe,46,7.353125950647458,46,26,6.125993241093156,23
Kerala,1161,Jackfruit-Artocarpus heterophyllus,2020,Fruits_ripe,45,8.402724915108314,45,23,5.856961853156145,20
Kerala,1161,Jackfruit-Artocarpus heterophyllus,2021,Fruits_ripe,46,7.227319029922639,46,23,6.089199773656652,23
Kerala,1161,Jackfruit-Artocarpus heterophyllus,2022,Fruits_ripe,45,7.46692453224983,45,24,6.659495561116716,23
Kerala,1161,Jackfruit-Artocarpus heterophyllus,2023,Fruits_ripe,18,7.129305972199404,32,22,6.556486750675045,21
